Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Sound pressure level (dB),Attitude x (m/s^2),Attitude y (m/s^2),Attitude z (m/s^2),Absolute Attitude (m/s^2),Tilt up/down (deg)_x,Tilt left/right (deg)_x,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute Linear acceleration (m/s^2),Event,PositionX,PositionY,Inclination (deg),Rotation (deg),Tilt up/down (deg)_y,Tilt left/right (deg)_y,Tilt up/down (deg),Tilt left/right (deg),isDistracted,Absolute acceleration (m/s^2)_temp_mean_ws_5,Sound pressure level (dB)_temp_mean_ws_5,Absolute Attitude (m/s^2)_temp_mean_ws_5,Absolute (rad/s)_temp_mean_ws_5,Absolute Linear acceleration (m/s^2)_temp_mean_ws_5,Inclination (deg)_temp_mean_ws_5,Rotation (deg)_temp_mean_ws_5,Absolute acceleration (m/s^2)_temp_mean_ws_60,Sound pressure level (dB)_temp_mean_ws_60,Absolute Attitude (m/s^2)_temp_mean_ws_60,Absolute (rad/s)_temp_mean_ws_60,Absolute Linear acceleration (m/s^2)_temp_mean_ws_60,Inclination (deg)_temp_mean_ws_60,Rotation (deg)_temp_mean_ws_60
10.0,-1.233750579,0.9957616559,9.734031507,9.862304602,-60.93581169,-1.233750579,0.9957616559,9.734031507,9.862304602,5.84086557,-7.2235005635,304.65,272.95,373.1,266.75,20.0,20.0,20.0,20.0,-0.00027067919385,9.632239335e-05,-6.182556604999999e-05,0.000825847522,-0.005783084738,0.0012481591213,0.0522614447,0.052599139265,33.0,681.2424242424242,1075.2727272727273,9.250985327,-51.092960855,141.09296085,97.22350056,84.159134425,-51.092960855,0,9.865030530499999,-72.07875749,9.865030530499999,0.00147294927248994,0.055502311894,9.2679228417,-51.239691470000004,,,,,,,
11.0,-1.2345944125,0.99319199955,9.7380657645,9.8661335095,-74.887466175,-1.2345944125,0.99319199955,9.7380657645,9.8661335095,5.8235016645,-7.2254255605,303.85714285714283,275.2857142857143,372.7857142857143,268.2857142857143,17.0,17.0,17.0,17.0,-8.742654849999999e-05,-0.00020337410675,0.0003382226968,0.0008595703308999,-0.0072279166779999,0.0013311480225,0.05562779567,0.0562254379249999,24.0,673.2083333333334,1065.6666666666667,9.241759688999998,-51.184538205,141.18453820000002,97.22542556,84.17649832999999,-51.184538205,0,9.8650764606,-71.89477914900002,9.8650764606,0.00141683738288992,0.055493344788999976,9.258409757599999,-51.215386506,,,,,,,
12.0,-1.2304691675,0.9880967129,9.7375756075,9.8646232255,-76.31485164,-1.2304691675,0.9880967129,9.7375756075,9.8646232255,5.794115295,-7.201895501,305.10526315789474,275.1578947368421,373.89473684210526,268.57894736842104,19.0,19.0,19.0,19.0,0.000296353533685,0.00026534522615,-0.0003135707868649,0.00076253551985,-0.0049651610215,-0.0040923451347,0.055315795125,0.0558998053299999,20.0,1111.35,936.0,9.2055034485,-51.234880395000005,141.2348804,97.2018955,84.2058847,-51.234880395000005,0,9.865075301900001,-72.175285523,9.865075301900001,0.00087032912455994,0.05557344596699996,9.2433321682,-51.19804304,,,,,,,
13.0,-1.231713638,0.99178022945,9.7383768825,9.8659380415,-73.207712595,-1.231713638,0.99178022945,9.7383768825,9.8659380415,5.815093757,-7.2085162545,303.85714285714283,274.14285714285717,373.0,267.57142857142856,18.0,18.0,18.0,18.0,0.00021625731335,-0.00014965924065,-0.0001991574616,0.0006197847001999,-0.005905893465,-0.0002292739119999,0.055913930885,0.05625524573,48.0,1050.7916666666667,1069.3541666666667,9.2235179695,-51.158830345,141.15883035000002,97.20851625,84.18490624,-51.158830345,0,9.8650739536,-72.12306850899999,9.8650739536,0.00077883432889994,0.05558372895999995,9.234171547399999,-51.171627212000004,,,,,,,
14.0,-1.228231174,0.9911066302,9.738561792,9.8656186535,-75.01901297,-1.228231174,0.9911066302,9.738561792,9.8656186535,5.8110626765,-7.188213878,300.2,273.4,369.6,266.6,20.0,20.0,20.0,20.0,-0.0001454696187,-2.880708889999999e-05,-0.000325320913975,0.0009940006735,-0.0063558596395,0.00010926482635,0.055385147685,0.055775067545,13.0,910.4615384615385,1065.3076923076924,9.2053789785,-51.0986259,141.0986259,97.188213875,84.18893732000001,-51.0986259,0,9.8649236064,-72.07297101399999,9.8649236064,0.00081234774928996,0.055350939158999954,9.2254290825,-51.153967140000006,,,,,,,
15.0,-1.2352738815,0.9894086905,9.7373187885,9.8651031205,-74.619784415,-1.2352738815,0.9894086905,9.7373187885,9.8651031205,5.8019092785,-7.229906075000001,301.875,272.625,369.875,265.625,20.0,20.0,20.0,20.0,0.0002694239671999,-0.0008495340187499,0.0006344729087,0.0020223272545,-0.0058045338445,-0.0002138468645,0.05523527552,0.05567713397,27.0,908.2962962962964,1025.6296296296296,9.2319925665,-51.30640655,141.30640655000002,97.22990607,84.19809072000001,-51.30640655,0,9.8654833101,-74.809765559,9.8654833101,0.00105164369578996,0.05596653809999996,9.2216305304,-51.196656279,,,,,,,
16.0,-1.213009886,0.994517185,9.7404857325,9.8659797235,-73.93098033999999,-1.213009886,0.994517185,9.7404857325,9.8659797235,5.8297769095,-7.0986553885,301.1666666666667,269.6666666666667,370.8333333333333,262.8333333333333,19.0,19.0,19.0,19.0,0.0005382050157,-0.0018678767405,-0.00243658564,0.0033132103474999,-0.0051168561395,-0.000264972023,0.05608274344,0.056374198075,1.0,922.0,992.0,9.14829876,-50.65238416,140.65238415,97.09865538,84.170223085,-50.65238416,0,9.8654525529,-74.618468392,9.8654525529,0.0015423716991099599,0.05599629012999998,9.2029383446,-51.09022547,,,,,,,
17.0,-1.21137505,0.99322868795,9.741609865,9.866757897,-75.410656965,-1.21137505,0.99322868795,9.741609865,9.866757897,5.821607751,-7.088378017,298.3333333333333,268.6666666666667,366.0,262.0,18.0,18.0,18.0,18.0,-0.0003142597829,0.00056645570921,-0.0001426305024,0.0014632545415,-0.0070527538745,0.0002645793425,0.0564728272499999,0.05697461696,12.0,1028.8333333333333,734.8333333333334,9.1352900945,-50.65116627,140.65116625,97.08837801,84.178392245,-50.65116627,0,9.8658794872,-74.437629457,9.8658794872,0.00168251550343996,0.056211252456000005,9.1888956738,-50.973482645000004,,,,,,,
18.0,-1.2103301645,0.9911917473,9.7417507485,9.866563738,-75.00176089,-1.2103301645,0.9911917473,9.7417507485,9.866563738,5.8096681905,-7.0822247535,-1.0,-1.0,-1.0,-1.0,16.0,16.0,16.0,16.0,-0.0002475655706499,-0.00098207950895,0.0003153762652129,0.0011240081308,-0.0061018919905,-0.0002023416077999,0.0566216790149999,0.05695895409,20.0,1062.75,666.4,9.1231022195,-50.684368735,140.68436874999998,97.08222475,84.190331805,-50.684368735,0,9.8660046265,-74.79643911600002,9.8660046265,0.00178336018955998,0.056351994128,9.168812523800002,-50.878590323,,,,,,,
19.0,-1.206152088,0.98804681665,9.7415027345,9.8654914355,-68.882569785,-1.206152088,0.98804681665,9.7415027345,9.8654914355,5.791507552000001,-7.058202576999999,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-0.0003974849961,-0.00045142441465,0.00053985590808,0.00157826645575,-0.004338050009,-0.0024035875654999,0.055983380905,0.0562031527,22.0,1058.6818181818182,517.5,9.093367032,-50.67661566,140.67661564999997,97.058202575,84.20849244,-50.67661566,0,9.8659791829,-73.569150479,9.8659791829,0.00190021334600998,0.056437611159,9.1464101345,-50.794188274999996,,,,,,,
20.0,-1.198479807,0.98657781265,9.742487452,9.86538161,-74.87478999999999,-1.198479807,0.98657781265,9.742487452,9.86538161,5.7823739540000005,-7.0130517175,292.0,278.0,361.0,272.0,18.0,18.0,18.0,18.0,8.632567274999999e-05,-0.000378486443535,0.000288261929245,0.00084578620085,-0.0045128724415,0.0007564261989999,0.055483679,0.0557480571,0.0,0.0,0.0,9.053112853,-50.539085555,140.53908554999998,97.01305171,84.21762604,-50.539085555,0,9.8660348808,-73.620151596,9.8660348808,0.0016649051352799799,0.056451795785,9.1106341918,-50.640724076,,,,,,,
21.0,-1.202643208,0.9895011453,9.743212415,9.8668981985,-72.76608341,-1.202643208,0.9895011453,9.743212415,9.8668981985,5.79896712,-7.036658534,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.00087456069135,0.00083037192485,-0.0010750762111,0.002639292708,-0.005205374816,-0.0004329483408499,0.0568016815349999,0.057085109325,0.0,0.0,0.0,9.081545344,-50.553338194999995,140.55333815,97.03665853,84.201032875,-50.553338194999995,0,9.866218575800001,-73.38717221,9.866218575800001,0.00153012160738,0.056593978035000006,9.097283508599999,-50.620914883,,,,,,,
22.0,-1.1992414585,0.9912313708,9.742323088,9.8657788445,-75.25018598,-1.1992414585,0.9912313708,9.742323088,9.8657788445,5.829606271,-7.025250883,284.0,279.0,353.0,272.0,19.0,19.0,19.0,19.0,-0.0003838664624,-0.0001171761481999,-2.588759699999999e-05,0.0011081941364,-0.0043229482849999,0.0007309822124999,0.05594319563,0.056171088205,0.0,0.0,0.0,9.092055821,-50.3580535,140.3580535,97.02525088,84.17039372,-50.3580535,0,9.866022765299999,-73.355078013,9.866022765299999,0.0014591095263600002,0.056433272284000004,9.0886366539,-50.562292328999995,,,,,,,
23.0,-1.2012402435,0.98990178275,9.743428143,9.866979465,-74.90521146,-1.2012402435,0.98990178275,9.743428143,9.866979465,5.8011689165,-7.0283728175,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,-0.00019775510435,0.00110435021435,0.00010745434605,0.0015638650615,-0.00113336738615,0.002047266412505,0.057371607355,0.0574591281,0.0,0.0,0.0,9.0765934125,-50.50925494,140.50925495,97.02837281,84.19883107999999,-50.50925494,0,9.8661059107,-73.33576812700001,9.8661059107,0.0015470809125,0.056533307086,9.0793348925,-50.52726957,,,,,,,
24.0,-1.1591850505,0.95849209955,9.749905849,9.8653236765,-74.458665335,-1.1591850505,0.95849209955,9.749905849,9.8653236765,5.614614832499999,-6.780194899,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,-0.008383723217,-0.0045819744815,0.029775838645,0.033191491,-0.013707631955,-0.003567292399,0.05496252584,0.05711911791,0.0,0.0,0.0,8.769942738000001,-50.412478865,140.41247885,96.780194895,84.385385165,-50.412478865,0,9.8660723589,-74.45098723699999,9.8660723589,0.00786972582135,0.056716500128,9.0146500337,-50.474442210999996,,,,,,,
25.0,-1.0237475765,0.8884304405500001,9.7728610545,9.866984274,-73.04264795,-1.0237475765,0.8884304405500001,9.7728610545,9.866984274,5.194531843,-5.9801863695,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,-0.01639565565,-0.008541364105,0.0687589386895,0.084494345275,0.01075269495,-0.00201973219,0.05833605398,0.070903140245,0.0,0.0,0.0,7.897349384,-48.975998520000005,138.97599855,95.980186365,84.805468155,-48.975998520000005,0,9.866392891699999,-74.084558827,9.866392891699999,0.02459943763618,0.059747516757,8.7834973399,-50.161824804000005,,,,,,,
26.0,-0.9780367503,0.8508717795,9.800502104,9.885867699,-72.574361055,-0.9780367503,0.8508717795,9.800502104,9.885867699,4.961931884,-5.698938338,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.01578394374,0.004673750432,-0.05630037602,0.05865755844,0.02318757221,-0.009552352577,0.08333518246,0.08702679806,0.0,0.0,0.0,7.535024695,-48.97740431,138.9774043,95.69893833,85.03806811,-48.97740431,0,9.870186791799998,-74.046214356,9.870186791799998,0.03580309078258,0.06573585450399999,8.474193210100001,-49.846638027,,,,,,,
27.0,-1.1813888775,1.114687877,9.7220989675,9.8569171815,-71.86055551499999,-1.1813888775,1.114687877,9.7220989675,9.8569171815,6.5405678565,-6.9282762810000005,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.017497645615,0.0128909886015,-0.05789709815,0.075333413875,0.013513287992,0.003855721359,0.047910875485,0.05300215956,0.0,0.0,0.0,9.484530381,-46.667418105,136.66741810000002,96.928276275,83.45943214,-46.667418105,0,9.8684144592,-73.368288263,9.8684144592,0.05064813473030001,0.065102068775,8.5526881221,-49.108510948,,,,,,,
28.0,-1.348503126,1.0835687655,9.7096718685,9.862631463,-66.51156109,-1.348503126,1.0835687655,9.7096718685,9.862631463,6.3676594735,-7.9067015835,281.0,279.0,346.0,268.0,21.0,21.0,21.0,21.0,0.00955014494,0.0056795101299999,-0.0447811754649999,0.06567273464,-0.01770167794,-0.017027360695,0.053265595065,0.05911414977,1.0,0.0,0.0,10.1020007675,-51.211303105,141.2113031,97.90670158,83.63234052,-51.211303105,1,9.867544858799999,-71.689558189,9.867544858799999,0.063469908646,0.065433073109,8.757769593099999,-49.248920581,,,,,,,
29.0,-1.3855481495,1.125436114,9.7100622335,9.873440313,-72.689396725,-1.3855481495,1.125436114,9.7100622335,9.873440313,6.6121737685,-8.1213384415,280.0,277.5,346.0,268.0,19.0,19.0,19.0,19.0,0.039172214165,0.019832230763,-0.004570688523,0.044191367515,0.00519393405,-0.01941899801,0.06463141859,0.071106012385,0.0,0.0,0.0,10.422012413,-51.01185243,141.0118524,98.12133844,83.38782623,-51.01185243,1,9.869168186100001,-71.335704467,9.869168186100001,0.065669883949,0.06823045200399999,9.0881835281,-49.368795294,,,,,,,
30.0,-1.596889545,1.4751529915,9.5595795755,9.8040369725,-63.104237455,-1.596889545,1.4751529915,9.5595795755,9.8040369725,8.7758761105,-9.4848467885,-1.0,-1.0,-1.0,-1.0,21.0,21.0,21.0,21.0,-0.03626603153,-0.01456128941,0.02066629054,0.07074279763,-0.0284519465799999,0.010459895625,-0.0073966819399999,0.07981382756,0.0,0.0,0.0,12.81731217,-47.29887096,137.29887095,99.484846785,81.224123885,-47.29887096,1,9.8565787258,-69.348022368,9.8565787258,0.06291957442,0.070012589467,10.072176085299999,-49.033369782,,,,,,,
31.0,-1.3244531385,1.131894742,9.735284783,9.8903621245,-72.31861586,-1.3244531385,1.131894742,9.735284783,9.8903621245,6.6355152765,-7.7489321705,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.027394913775,0.01597705212,0.0060399482349999,0.05279289535,0.035558443245,-0.04507649717,0.08837879003,0.11091480148,0.0,0.0,0.0,10.1523766535,-49.53483101,139.534831,97.748932165,83.36448472000001,-49.53483101,1,9.8574776109,-69.29687332900001,9.8574776109,0.061746641802,0.074790190151,10.595646476999999,-49.144855122,,,,,,,
32.0,-1.463475804,1.3813627355,9.705295675,9.9118266475,-69.32124605999999,-1.463475804,1.3813627355,9.705295675,9.9118266475,8.0996597795,-8.575139649,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.0079317057835,-0.00050944217035,0.00134757839785,0.008426842736,-0.000407113823,-0.0242630385499999,0.10365521993,0.107215913315,0.0,0.0,0.0,11.71531133,-46.66765723,136.66765725,98.575139645,81.900340215,-46.66765723,1,9.868459504099999,-68.789011438,9.868459504099999,0.0483653275742,0.085632940902,11.0418026668,-49.144902947,,,,,,,
33.0,-1.4763094105,1.4021415844999998,9.6274458,9.840421232,-73.105738435,-1.4763094105,1.4021415844999998,9.6274458,9.840421232,8.2850772695,-8.718525484,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.005294519906,0.005371764184,-0.005404684327,0.012550019881,-0.00633923735,-0.0235729223549999,0.037173558875,0.09345147623,0.0,0.0,0.0,11.941566715,-46.48489458,136.48489455,98.71852548,81.71492272500001,-46.48489458,1,9.864017457900001,-70.107846907,9.864017457900001,0.0377407846224,0.092500406194,11.4097158563,-48.199621242,,,,,,,
34.0,-1.398789731,1.1037914185000002,9.704576582,9.8673024725,-72.92963583,-1.398789731,1.1037914185000002,9.704576582,9.8673024725,6.489972774,-8.2024027685,-1.0,-1.0,-1.0,-1.0,21.0,21.0,21.0,21.0,-0.03485986619,-0.017408006195,-0.020633468217,0.06289033454,-0.014165930415,-0.025238845685,0.0628963433249999,0.06926394353,0.0,0.0,0.0,10.410110709,-51.802759505,141.8027595,98.202402765,83.51002722,-51.802759505,1,9.862789889800002,-70.15589472799999,9.862789889800002,0.041480578027399996,0.09213199242299999,11.407335515499998,-48.357802657,,,,,,,
35.0,-1.3574433585,1.0649281175,9.7103982995,9.8626009295,-73.168394475,-1.3574433585,1.0649281175,9.7103982995,9.8626009295,6.2586805860000005,-7.9579376995,-1.0,-1.0,-1.0,-1.0,22.0,22.0,22.0,22.0,-0.0100212825595,-0.008737465538,0.008014759364,0.01798742356,0.007661089305,-0.0162997298815,0.05679854582,0.06716791012,1.0,0.0,0.0,10.077854642,-51.90484035,141.90484035,97.957937695,83.74131941,-51.90484035,1,9.874502681200001,-72.16872613199999,9.874502681200001,0.0309295032134,0.089602808935,10.859444009899999,-49.278996535000005,,,,,,,
36.0,-1.2810903705,1.0047679275,9.731530824499998,9.866785114,-72.17967904,-1.2810903705,1.0047679275,9.731530824499998,9.866785114,5.8948271575,-7.499478824,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,-0.00103853508015,-0.002342594097,0.0012898098805999,0.0029910834184999,0.0034593933558649,-0.01230173129,0.059167430595,0.060649502495,0.0,0.0,0.0,9.4977841585,-51.89262858,141.8926286,97.49947882,84.10517284,-51.89262858,0,9.8697872791,-72.140938768,9.8697872791,0.020969140827099976,0.079549749138,10.7285255109,-49.750556049,,,,,,,
37.0,-1.2712109150000002,1.0001848111,9.7345921055,9.868061543,-74.11440753,-1.2712109150000002,1.0001848111,9.7345921055,9.868061543,5.8662946935,-7.439982683,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,0.00011952334385,0.00046510666065,0.0013126639774499,0.00207289027435,0.0012285430025,-0.01242885234,0.060507085025,0.061784669165,0.0,0.0,0.0,9.434150385,-51.80437938,141.80437940000002,97.43998268,84.1337053,-51.80437938,0,9.8610342582,-73.099571062,9.8610342582,0.01969835033476998,0.070463500308,10.272293321900001,-50.777900479,,,,,,,
38.0,-1.2978643125,1.005106928,9.7279471005,9.8654780235,-71.91705095,-1.2978643125,1.005106928,9.7279471005,9.8654780235,5.898959205500001,-7.599298836,-1.0,-1.0,-1.0,-1.0,18.0,18.0,18.0,18.0,0.0002756892935999,0.0026743639405,0.00104662162895,0.0043649659145,0.0011761459315,-0.013882174925,0.057900843425,0.059700790335,0.0,0.0,0.0,9.578207878,-52.24456704,142.24456705,97.599298835,84.10104079,-52.24456704,0,9.8660456165,-72.861833565,9.8660456165,0.01806133954146998,0.063713363129,9.799621554500002,-51.929834971000005,,,,,,,
39.0,-1.2999511495,1.0038976782,9.7279309575,9.8656181235,-73.02546638999999,-1.2999511495,1.0038976782,9.7279309575,9.8656181235,5.891915845,-7.6113872415,-1.0,-1.0,-1.0,-1.0,20.0,20.0,20.0,20.0,-9.335403319e-05,-0.00137466957615,-0.00066295079,0.002365849974,-0.0046636646815,-0.0108534985075,0.0567435705299999,0.05877660317,55.0,1478.8727272727272,465.09090909090907,9.583595277,-52.32286812,142.3228681,97.611387235,84.10808415,-52.32286812,0,9.8657087467,-72.88099967699999,9.8657087467,0.00595644262826998,0.061615895057000006,9.634318468100002,-52.033856693999994,,,,,,,
40.0,-1.2836526895,1.007497545,9.728648583,9.864554426,-73.837167635,-1.2836526895,1.007497545,9.728648583,9.864554426,5.912468033,-7.51650955,284.0,286.0,352.0,280.0,19.0,19.0,19.0,19.0,-7.199052510000001e-05,-0.00032054572755,-0.0003737788122,0.00114148146665,0.0027438102445,-0.0054155170105,0.05637165322,0.056717829675,24.0,1234.875,358.2083333333333,9.5217473285,-51.872802915,141.8728029,97.516509545,84.08753196,-51.872802915,0,9.866099446,-73.014754309,9.866099446,0.00258725420959998,0.05952587896799999,9.5230970054,-52.027449207,,,,,,,
41.0,-1.296473088,1.00172865945,9.730642965,9.8676117165,-71.79492734499999,-1.296473088,1.00172865945,9.730642965,9.8676117165,5.8776596735,-7.5891754515,-1.0,-1.0,-1.0,-1.0,19.0,19.0,19.0,19.0,0.0001367600338,0.001699411736,0.00091917981745,0.0020945263784999,-0.0023355241119,-0.011307853679,0.059059130985,0.060312616025,17.0,1018.529411764706,326.4117647058824,9.5574656855,-52.30847147,142.30847145,97.589175445,84.12234032,-52.30847147,0,9.866264766499999,-72.93780397,9.866264766499999,0.00240794280159998,0.059458501674,9.5350333108,-52.110617785,,,,,,,
